gamma,T0,Fishing_Pressure,Final_Coral,Final_Turf,Final_Macroalgae,Id,Fishing_ID
0,0,0.1,0.7028514939838143,0.025948227491442676,0,"No
Generalists","Fishing
Pressure
= 0.1"
0.1,0,0.1,0.6966568461853359,0.0219612368776677,0.009602363170387587,"No
Generalists","Fishing
Pressure
= 0.1"
0.2,0,0.1,0.691831703730089,0.01901471781830986,0.016933816327126885,"No
Generalists","Fishing
Pressure
= 0.1"
0.30000000000000004,0,0.1,0.6879751510286222,0.01675354216796818,0.022706375667583066,"No
Generalists","Fishing
Pressure
= 0.1"
0.4,0,0.1,0.6848262245059088,0.014966146765652447,0.027365143143956435,"No
Generalists","Fishing
Pressure
= 0.1"
0.5,0,0.1,0.682208747445623,0.01351918340106566,0.031201743740404606,"No
Generalists","Fishing
Pressure
= 0.1"
0.6000000000000001,0,0.1,0.6799999202749173,0.012324675129628303,0.03441480785533246,"No
Generalists","Fishing
Pressure
= 0.1"
0.7000000000000001,0,0.1,0.6781117356282885,0.01132234985327194,0.037144099103199844,"No
Generalists","Fishing
Pressure
= 0.1"
0.8,0,0.1,0.6764795755909897,0.010469590779587958,0.03949071306427186,"No
Generalists","Fishing
Pressure
= 0.1"
0.9,0,0.1,0.6750549809487264,0.00973544530734477,0.04152952863136868,"No
Generalists","Fishing
Pressure
= 0.1"
0,0.1,0.1,0.7028514939838143,0.025948227491442676,0,"No
Generalists","Fishing
Pressure
= 0.1"
0.1,0.1,0.1,0.6966568461853359,0.0219612368776677,0.009602363170387587,"No
Generalists","Fishing
Pressure
= 0.1"
0.2,0.1,0.1,0.691831703730089,0.01901471781830986,0.016933816327126885,"No
Generalists","Fishing
Pressure
= 0.1"
0.30000000000000004,0.1,0.1,0.6879751510286222,0.01675354216796818,0.022706375667583066,"No
Generalists","Fishing
Pressure
= 0.1"
0.4,0.1,0.1,0.6848262245059088,0.014966146765652447,0.027365143143956435,"No
Generalists","Fishing
Pressure
= 0.1"
0.5,0.1,0.1,0.682208747445623,0.01351918340106566,0.031201743740404606,"No
Generalists","Fishing
Pressure
= 0.1"
0.6000000000000001,0.1,0.1,0.6799999202749173,0.012324675129628303,0.03441480785533246,"No
Generalists","Fishing
Pressure
= 0.1"
0.7000000000000001,0.1,0.1,0.6781117356282885,0.01132234985327194,0.037144099103199844,"No
Generalists","Fishing
Pressure
= 0.1"
0.8,0.1,0.1,0.6764795755909897,0.010469590779587958,0.03949071306427186,"No
Generalists","Fishing
Pressure
= 0.1"
0.9,0.1,0.1,0.6750549809487264,0.00973544530734477,0.04152952863136868,"No
Generalists","Fishing
Pressure
= 0.1"
0,0.2,0.1,0.7028514939838096,0.02594822749144344,0,"No
Generalists","Fishing
Pressure
= 0.1"
0.1,0.2,0.1,0.696656846185331,0.021961236877668287,0.009602363170388081,"No
Generalists","Fishing
Pressure
= 0.1"
0.2,0.2,0.1,0.6918317037300836,0.019014717818310354,0.016933816327127788,"No
Generalists","Fishing
Pressure
= 0.1"
0.30000000000000004,0.2,0.1,0.6879751510286166,0.0167535421679686,0.02270637566758424,"No
Generalists","Fishing
Pressure
= 0.1"
0.4,0.2,0.1,0.684826224505903,0.014966146765652801,0.027365143143957802,"No
Generalists","Fishing
Pressure
= 0.1"
0.5,0.2,0.1,0.682208747445617,0.013519183401065967,0.031201743740406154,"No
Generalists","Fishing
Pressure
= 0.1"
0.6000000000000001,0.2,0.1,0.6799999202749111,0.012324675129628577,0.03441480785533432,"No
Generalists","Fishing
Pressure
= 0.1"
0.7000000000000001,0.2,0.1,0.6781117356282823,0.011322349853272184,0.03714409910320179,"No
Generalists","Fishing
Pressure
= 0.1"
0.8,0.2,0.1,0.6764795755909833,0.01046959077958818,0.03949071306427393,"No
Generalists","Fishing
Pressure
= 0.1"
0.9,0.2,0.1,0.6750549809487197,0.009735445307344976,0.041529528631370875,"No
Generalists","Fishing
Pressure
= 0.1"
0,0.30000000000000004,0.1,0.7028514939838096,0.02594822749144344,0,"No
Generalists","Fishing
Pressure
= 0.1"
0.1,0.30000000000000004,0.1,0.696656846185331,0.021961236877668287,0.009602363170388081,"No
Generalists","Fishing
Pressure
= 0.1"
0.2,0.30000000000000004,0.1,0.6918317037300836,0.019014717818310354,0.016933816327127788,"No
Generalists","Fishing
Pressure
= 0.1"
0.30000000000000004,0.30000000000000004,0.1,0.6879751510286166,0.0167535421679686,0.02270637566758424,"No
Generalists","Fishing
Pressure
= 0.1"
0.4,0.30000000000000004,0.1,0.684826224505903,0.014966146765652801,0.027365143143957802,"No
Generalists","Fishing
Pressure
= 0.1"
0.5,0.30000000000000004,0.1,0.682208747445617,0.013519183401065967,0.031201743740406154,"No
Generalists","Fishing
Pressure
= 0.1"
0.6000000000000001,0.30000000000000004,0.1,0.6799999202749111,0.012324675129628577,0.03441480785533432,"No
Generalists","Fishing
Pressure
= 0.1"
0.7000000000000001,0.30000000000000004,0.1,0.6781117356282823,0.011322349853272184,0.03714409910320179,"No
Generalists","Fishing
Pressure
= 0.1"
0.8,0.30000000000000004,0.1,0.6764795755909833,0.01046959077958818,0.03949071306427393,"No
Generalists","Fishing
Pressure
= 0.1"
0.9,0.30000000000000004,0.1,0.6750549809487197,0.009735445307344976,0.041529528631370875,"No
Generalists","Fishing
Pressure
= 0.1"
0,0.4,0.1,0.7028514939838096,0.02594822749144344,0,"No
Generalists","Fishing
Pressure
= 0.1"
0.1,0.4,0.1,0.696656846185331,0.021961236877668287,0.009602363170388081,"No
Generalists","Fishing
Pressure
= 0.1"
0.2,0.4,0.1,0.6918317037300836,0.019014717818310354,0.016933816327127788,"No
Generalists","Fishing
Pressure
= 0.1"
0.30000000000000004,0.4,0.1,0.6879751510286166,0.0167535421679686,0.02270637566758424,"No
Generalists","Fishing
Pressure
= 0.1"
0.4,0.4,0.1,0.684826224505903,0.014966146765652801,0.027365143143957802,"No
Generalists","Fishing
Pressure
= 0.1"
0.5,0.4,0.1,0.682208747445617,0.013519183401065967,0.031201743740406154,"No
Generalists","Fishing
Pressure
= 0.1"
0.6000000000000001,0.4,0.1,0.6799999202749111,0.012324675129628577,0.03441480785533432,"No
Generalists","Fishing
Pressure
= 0.1"
0.7000000000000001,0.4,0.1,0.6781117356282823,0.011322349853272184,0.03714409910320179,"No
Generalists","Fishing
Pressure
= 0.1"
0.8,0.4,0.1,0.6764795755909833,0.01046959077958818,0.03949071306427393,"No
Generalists","Fishing
Pressure
= 0.1"
0.9,0.4,0.1,0.6750549809487197,0.009735445307344976,0.041529528631370875,"No
Generalists","Fishing
Pressure
= 0.1"
0,0.5,0.1,0.7028514939838096,0.02594822749144344,0,"No
Generalists","Fishing
Pressure
= 0.1"
0.1,0.5,0.1,0.696656846185331,0.021961236877668287,0.009602363170388081,"No
Generalists","Fishing
Pressure
= 0.1"
0.2,0.5,0.1,0.6918317037300836,0.019014717818310354,0.016933816327127788,"No
Generalists","Fishing
Pressure
= 0.1"
0.30000000000000004,0.5,0.1,0.6879751510286166,0.0167535421679686,0.02270637566758424,"No
Generalists","Fishing
Pressure
= 0.1"
0.4,0.5,0.1,0.684826224505903,0.014966146765652801,0.027365143143957802,"No
Generalists","Fishing
Pressure
= 0.1"
0.5,0.5,0.1,0.682208747445617,0.013519183401065967,0.031201743740406154,"No
Generalists","Fishing
Pressure
= 0.1"
0.6000000000000001,0.5,0.1,0.6799999202749111,0.012324675129628577,0.03441480785533432,"No
Generalists","Fishing
Pressure
= 0.1"
0.7000000000000001,0.5,0.1,0.6781117356282823,0.011322349853272184,0.03714409910320179,"No
Generalists","Fishing
Pressure
= 0.1"
0.8,0.5,0.1,0.6764795755909833,0.01046959077958818,0.03949071306427393,"No
Generalists","Fishing
Pressure
= 0.1"
0.9,0.5,0.1,0.6750549809487197,0.009735445307344976,0.041529528631370875,"No
Generalists","Fishing
Pressure
= 0.1"
0,0.6000000000000001,0.1,0.7028514939838096,0.02594822749144344,0,"No
Generalists","Fishing
Pressure
= 0.1"
0.1,0.6000000000000001,0.1,0.696656846185331,0.021961236877668287,0.009602363170388081,"No
Generalists","Fishing
Pressure
= 0.1"
0.2,0.6000000000000001,0.1,0.6918317037300836,0.019014717818310354,0.016933816327127788,"No
Generalists","Fishing
Pressure
= 0.1"
0.30000000000000004,0.6000000000000001,0.1,0.6879751510286166,0.0167535421679686,0.02270637566758424,"No
Generalists","Fishing
Pressure
= 0.1"
0.4,0.6000000000000001,0.1,0.684826224505903,0.014966146765652801,0.027365143143957802,"No
Generalists","Fishing
Pressure
= 0.1"
0.5,0.6000000000000001,0.1,0.682208747445617,0.013519183401065967,0.031201743740406154,"No
Generalists","Fishing
Pressure
= 0.1"
0.6000000000000001,0.6000000000000001,0.1,0.6799999202749111,0.012324675129628577,0.03441480785533432,"No
Generalists","Fishing
Pressure
= 0.1"
0.7000000000000001,0.6000000000000001,0.1,0.6781117356282823,0.011322349853272184,0.03714409910320179,"No
Generalists","Fishing
Pressure
= 0.1"
0.8,0.6000000000000001,0.1,0.6764795755909833,0.01046959077958818,0.03949071306427393,"No
Generalists","Fishing
Pressure
= 0.1"
0.9,0.6000000000000001,0.1,0.6750549809487197,0.009735445307344976,0.041529528631370875,"No
Generalists","Fishing
Pressure
= 0.1"
0,0.7000000000000001,0.1,0.7028514939838096,0.02594822749144344,0,"No
Generalists","Fishing
Pressure
= 0.1"
0.1,0.7000000000000001,0.1,0.696656846185331,0.021961236877668287,0.009602363170388081,"No
Generalists","Fishing
Pressure
= 0.1"
0.2,0.7000000000000001,0.1,0.6918317037300836,0.019014717818310354,0.016933816327127788,"No
Generalists","Fishing
Pressure
= 0.1"
0.30000000000000004,0.7000000000000001,0.1,0.6879751510286166,0.0167535421679686,0.02270637566758424,"No
Generalists","Fishing
Pressure
= 0.1"
0.4,0.7000000000000001,0.1,0.684826224505903,0.014966146765652801,0.027365143143957802,"No
Generalists","Fishing
Pressure
= 0.1"
0.5,0.7000000000000001,0.1,0.682208747445617,0.013519183401065967,0.031201743740406154,"No
Generalists","Fishing
Pressure
= 0.1"
